debugWEA6M0:debugLLGMUT,17,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""red"", ""question"": ""poison""}"
debugWEA6M0:debugLLGMUT,18,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""green"", ""question"": ""health""}"
debugWEA6M0:debugLLGMUT,19,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""equal"", ""question"": ""typeProp""}"
debugWEA6M0:debugLLGMUT,20,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""noInfo"", ""question"": ""avoidInfo""}"
debugWEA6M0:debugLLGMUT,21,1530746848647,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""unequal"", ""question"": ""frequency""}"
debugWEA6M0:debugLLGMUT,22,1530746848648,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""auto"", ""question"": ""SL_lng_from""}"
debugWEA6M0:debugLLGMUT,23,1530746848648,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""en"", ""question"": ""SL_lng_to""}"
debugWEA6M0:debugLLGMUT,24,1530746851589,"{""phase"": ""INSTRUCTIONS"", ""templates"": [""instruct1.html"", ""instruct2-fullinfo.html"", ""instruct3.html""], ""action"": ""Begin""}"
debugWEA6M0:debugLLGMUT,25,1530746864967,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 0, ""viewTime"": 13376, ""action"": ""NextPage"", ""template"": ""instruct1.html""}"
debugWEA6M0:debugLLGMUT,26,1530746891318,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 1, ""viewTime"": 26350, ""action"": ""NextPage"", ""template"": ""instruct2-fullinfo.html""}"
debugWEA6M0:debugLLGMUT,27,1530746892855,"{""phase"": ""INSTRUCTIONS"", ""indexOf"": 2, ""viewTime"": 1533, ""action"": ""FinishInstructions"", ""template"": ""instruct3.html""}"
debugWEA6M0:debugLLGMUT,28,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""sometimes"", ""question"": ""healthyPoisonous""}"
debugWEA6M0:debugLLGMUT,29,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""red"", ""question"": ""poison""}"
debugWEA6M0:debugLLGMUT,30,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""green"", ""question"": ""health""}"
debugWEA6M0:debugLLGMUT,31,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""equal"", ""question"": ""typeProp""}"
debugWEA6M0:debugLLGMUT,32,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""healthInfo"", ""question"": ""avoidInfo""}"
debugWEA6M0:debugLLGMUT,33,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""unequal"", ""question"": ""frequency""}"
debugWEA6M0:debugLLGMUT,34,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""auto"", ""question"": ""SL_lng_from""}"
debugWEA6M0:debugLLGMUT,35,1530746919550,"{""phase"": ""INSTRUCTQUIZ"", ""answer"": ""en"", ""question"": ""SL_lng_to""}"
